lang	diff_entropy	cond_entropy	mutual_info	diff_entropy_std	cond_entropy_std	mutual_info_std
de	8.543752876797708	7.376640740182121	1.167112136615587	0.010432839937622632	0.034119744550985195	0.036820611173714525
en	7.93780904815461	6.9251714917142255	1.0126375564403833	0.019385657032940404	0.04241814083225039	0.05773057450029315
fr	7.736218470159029	6.714142306482056	1.0220761636769737	0.019244616590490354	0.06149320647338916	0.06952510843165038
it	7.533242658674918	6.728105550894147	0.8051371077807703	0.03420290061430163	0.048207433110672514	0.06264760410222915
ja	7.860949544613971	6.828577247363214	1.032372297250759	0.014566876992181102	0.03481731167819716	0.035142684557740715
kor	7.420344064790403	6.574356630793943	0.8459874339964604	0.1868001862252755	0.8461456097271388	0.8432932638054867
sr	7.714397669105777	6.884108590500939	0.8302890786048366	0.047090064670471575	0.031193209972104407	0.05689636530310331
sv	8.41228930414359	7.411070096418645	1.0012192077249449	0.01979132822736546	0.04022882693392892	0.05280068396864298
th	8.789185380645762	7.355224012448396	1.433961368197367	0.011815787921676348	0.062047851115684914	0.0620518190768683
vi	9.444441505425385	8.126852400963186	1.317589104462201	0.020060259005850886	0.041620223264490525	0.043326175798196136
zh	8.970275639725875	7.788565581089365	1.1817100586365108	0.01684316583214392	0.04389834743887291	0.05493235387860926
yue	8.454039127528223	7.576454462973461	0.8775846645547599	0.021878023777789003	0.03917408485368532	0.04311710481902878
zh-by-char	9.182305161866749	7.726612179322018	1.4556929825447316	0.009671025272594828	0.03492784331330077	0.03510186146498209
yue-by-char	8.568439031086175	7.21912823175723	1.3493107993289462	0.012934363088001683	0.0326989767349034	0.036511282582476844
