lang	diff_entropy	cond_entropy	mutual_info	diff_entropy_std	cond_entropy_std	mutual_info_std
de	8.486902095698445	7.347980954738309	1.138921140960139	0.013519347768068514	0.04852172069362753	0.050484638604356764
en	7.841655747989826	6.903497855074869	0.9381578929149565	0.017506069097467405	0.04886492692106918	0.037231017016634206
fr	7.683618643660614	6.761503799369782	0.9221148442908309	0.026622352596351054	0.0797818259530343	0.07162681797999101
it	7.485065682319868	6.732379534919552	0.7526861474003164	0.01986516988746455	0.06479361546683696	0.058779199827441043
ja	7.7937298236144725	6.806938846511853	0.9867909771026188	0.018939651674498424	0.0375486121153853	0.04233668416283777
sr	7.7239336306359245	6.942193701974645	0.7817399286612805	0.03734957015712853	0.05643620814725545	0.07389185745321923
sv	8.346246966668648	7.380717685823837	0.9655292808448118	0.020061383345499232	0.032353918221377155	0.03192614941456665
th	8.763931235336532	7.328110495518835	1.4358207398176948	0.009880972495717162	0.045818455379515136	0.04852856207344174
vi	9.449466454978143	8.100679094934247	1.348787360043897	0.023097339185194382	0.06157661143992539	0.06470165046184796
zh	8.895976182474557	7.749970718545913	1.1460054639286443	0.02411635281520837	0.05708974963830058	0.048436801260747696
yue	8.44241680323212	7.568269803273398	0.8741469999587217	0.02162967840797312	0.04519755136088726	0.0426756141886181
zh-by-char	9.161231011844551	7.72580171594753	1.4354292958970205	0.009419191492688703	0.024926788310732237	0.030148529543254556
yue-by-char	8.565117645781374	7.242417832196317	1.3226998135850558	0.017955601694879936	0.029186129851206326	0.03557635574190406
